canonical_concept,header_variant,target_field,variant_type,confidence_hint,source,active,notes
udf_\1oster_\1ource_\1ile_\1_\1,File #,udfRosterSourceFileID,title_case,0.80,v4_fix,true,
udf_\1oster_\1ource_\1ile_\1_\1,Record ID,udfRosterSourceFileID,title_case,0.85,phase2_v3_scan,true,
udf_\1oster_\1ource_\1ile_\1_\1,RecordID,udfRosterSourceFileID,title_case,0.85,phase2_v3_scan,true,
udf_u_s_t_h_creation_date,Creation Date,udfUSTHCreationDate,title_case,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,Supplier Hcc_ID,udfVendorSupplierLinkId,title_case,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,SupplierLocation_HccID,udfVendorSupplierLinkId,underscore,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,Supplier_HCC_ID,udfVendorSupplierLinkId,underscore,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,Supplier_ID,udfVendorSupplierLinkId,underscore,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,Supplier_Location Hcc_ID,udfVendorSupplierLinkId,title_case,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,Supplier_Location_HCC_ID,udfVendorSupplierLinkId,underscore,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,Supplier_Location_ID,udfVendorSupplierLinkId,underscore,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,Supplier_hccID,udfVendorSupplierLinkId,underscore,0.70,phase2_file_scan,true,
udf_vendor_supplier_link_id,Supplier_location_hccID,udfVendorSupplierLinkId,underscore,0.70,phase2_file_scan,true,
speciality,Speciality,practitionerPrimarySpecialtyName,typo,0.95,unmapped_header_analysis_2026_03_13,true,semantic:specialty priority:high roster_type:practitioner
action,Action,pdmTransactionType,exact,0.95,unmapped_header_analysis_2026_03_13,true,semantic:transaction priority:high roster_type:practitioner
type_of_change,Type of Change,pdmTransactionType,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:transaction priority:high roster_type:practitioner
transaction_description,Transaction Description,pdmTransactionType,title_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:transaction priority:medium roster_type:practitioner
comments_type_of_change,Comments (Type of Change),pdmTransactionType,exact,0.80,unmapped_header_analysis_2026_03_13,true,semantic:transaction priority:medium roster_type:practitioner
comments_intent,Comments/Intent,pdmTransactionType,exact,0.80,unmapped_header_analysis_2026_03_13,true,semantic:transaction priority:medium roster_type:practitioner
action_add_change,Action ADD/CHANGE,pdmTransactionType,exact,0.95,unmapped_header_analysis_2026_03_13,true,semantic:transaction priority:high roster_type:practitioner
date_of_change,Date of Change,practitionerLocationChangeEffectiveDate,title_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:effective_date priority:medium roster_type:practitioner
middle,Middle,middleName,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:name priority:high roster_type:practitioner
full_name,Full Name,firstName,title_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:name_combined_split_needed priority:medium roster_type:practitioner
fullname,fullName,firstName,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:name_combined_split_needed priority:medium roster_type:practitioner
suffixname,suffixName,suffix,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:name priority:high roster_type:practitioner
org_name,Org Name,groupLegalBusinessName,title_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:group_name priority:medium roster_type:practitioner
recred_due_date,Recred Due Date,nextCredentialingDate,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_date priority:high roster_type:practitioner
last_recred_date,Last Recred Date,lastCredentialingDate,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_date priority:high roster_type:practitioner
next_credntlng_dt,next_credntlng_dt,nextCredentialingDate,snake_case_abbrev,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_date priority:high roster_type:practitioner
credentialing_due_date,Credentialing Due Date,nextCredentialingDate,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_date priority:high roster_type:practitioner
re_cred_date,Re-Cred Date,nextCredentialingDate,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_date priority:high roster_type:practitioner
cred_due_date,CRED DUE DATE,nextCredentialingDate,upper_exact,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_date priority:high roster_type:practitioner
planeffectivedate,PlanEffectiveDate,planEffectiveDate,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:effective_date priority:high roster_type:practitioner
plan_effective_date,Plan Effective Date,planEffectiveDate,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:effective_date priority:high roster_type:practitioner
clia_expiration_date_mm_dd_yyyy,CLIA Expiration Date (MM/DD/YYYY),cliaCertificateExpirationDate,exact,0.95,unmapped_header_analysis_2026_03_13,true,semantic:clia priority:high roster_type:practitioner
clia_exp_date,CLIA EXP DATE,cliaCertificateExpirationDate,upper_exact,0.95,unmapped_header_analysis_2026_03_13,true,semantic:clia priority:high roster_type:practitioner
clia_number,CLIA Number,cliaCertificateNumber,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:clia priority:high roster_type:practitioner
clia,CLIA #,cliaCertificateNumber,exact,0.95,unmapped_header_analysis_2026_03_13,true,semantic:clia priority:high roster_type:practitioner
office_languages,Office Languages,practitionerLanguage,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:language priority:high roster_type:practitioner
longitude,Longitude,groupPracticeLocationLongitude,title_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:location_geo priority:medium roster_type:practitioner
latitude,Latitude,groupPracticeLocationLatitude,title_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:location_geo priority:medium roster_type:practitioner
locationtype,LocationType,groupPractitionerLocationType,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:location_type priority:high roster_type:practitioner
location_type,Location Type,groupPractitionerLocationType,title_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:location_type priority:high roster_type:practitioner
pcp_location_id,PCP_Location_ID,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
grouppracticelocationname,groupPracticeLocationName,groupPracticeLocationName,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:location_name priority:high roster_type:practitioner
groupdba,groupDba,groupDba,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:group_name priority:high roster_type:practitioner
acceptsnewpatients,acceptsNewPatients,acceptsNewPatients,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:patient_access priority:high roster_type:practitioner
birthdt,birthDt,dateOfBirth,camel_case_abbrev,0.95,unmapped_header_analysis_2026_03_13,true,semantic:demographics priority:high roster_type:practitioner
hospitalaffiliations,hospitalAffiliations,practitionerPrimaryHospitalAffiliation,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:hospital_affiliation priority:high roster_type:practitioner
listindirectoryyn,listInDirectoryYN,includePractitionerLocationInDirectory,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:directory priority:high roster_type:practitioner
groupcontracteffectivedate,groupContractEffectiveDate,groupContractEffectiveDate,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:contract priority:high roster_type:practitioner
providerdea,providerDea,practitionerDeaNumber,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:license_dea priority:high roster_type:practitioner
providerspecialty,providerSpecialty,practitionerPrimarySpecialtyName,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:specialty priority:high roster_type:practitioner
providerstatelicensenumber,providerStateLicenseNumber,stateLicenseNumber,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:license priority:high roster_type:practitioner
providerlicensestate,providerLicenseState,stateLicenseIssuingState,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:license priority:high roster_type:practitioner
providertaxonomycode,providerTaxonomyCode,practitionerPrimaryTaxonomy,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:taxonomy priority:high roster_type:practitioner
providermedicaidid,providerMedicaidId,medicaidId,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:identifier priority:high roster_type:practitioner
providereffectivedate,providerEffectiveDate,groupPractitionerEffectiveDate,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:effective_date priority:medium roster_type:practitioner
providerterminationdate,providerTerminationDate,groupPractitionerEndDate,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:termination_date priority:high roster_type:practitioner
providercontractingstatus,providerContractingStatus,contractStatus,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:contract priority:medium roster_type:practitioner
prvdr_id,prvdr_id,skip,snake_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
right_prvdr_id,Right_prvdr_id,skip,snake_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
prvdr_pra_fclt_id,prvdr_pra_fclt_id,skip,snake_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
fclt_id,fclt_id,skip,snake_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:facility
pra_id,pra_id,skip,snake_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
svc_prvdr_id,svc_prvdr_id,skip,snake_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
svc_prvdr_status_cd,svc_prvdr_status_cd,skip,snake_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
svc_prvdr_ntwrk_rltn_type_cd,svc_prvdr_ntwrk_rltn_type_cd,skip,snake_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
contracteestreetaddress,contracteeStreetAddress,contracteeStreetAddress,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:contractee_location priority:high roster_type:practitioner
contracteecity,contracteeCity,contracteeCity,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:contractee_location priority:high roster_type:practitioner
contracteestate,contracteeState,contracteeState,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:contractee_location priority:high roster_type:practitioner
contracteezipcode,contracteeZipCode,contracteeZipCode,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:contractee_location priority:high roster_type:practitioner
contracteelocationtype,contracteeLocationType,contracteeLocationType,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:contractee_location priority:high roster_type:practitioner
contracteelocationeffectivedate,contracteeLocationEffectiveDate,contracteeLocationEffectiveDate,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:contractee_location priority:high roster_type:practitioner
contracteelocationterminationdate,contracteeLocationTerminationDate,contracteeLocationTerminationDate,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:contractee_location priority:high roster_type:practitioner
contracteelocationaccessibility,contracteeLocationAccessibility,contracteeLocationAccessibility,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:contractee_location priority:medium roster_type:practitioner
paytoaddress,payToAddress,groupRemittanceAddressLine1,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:remittance priority:high roster_type:practitioner
paytocity,payToCity,groupRemittanceCity,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:remittance priority:high roster_type:practitioner
paytostate,payToState,groupRemittanceState,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:remittance priority:high roster_type:practitioner
paytozipcode,payToZipCode,groupRemittanceZip,camel_case,0.95,unmapped_header_analysis_2026_03_13,true,semantic:remittance priority:high roster_type:practitioner
paytoname,payToName,groupLegalBusinessName,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:remittance priority:medium roster_type:practitioner
credentialingcontactname,credentialingContactName,credentialingContactFirstName,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_contact priority:medium roster_type:practitioner
credcontactaddrcity,CredContactAddrCity,credentialingContactCity,pascal_case_abbrev,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_contact priority:high roster_type:practitioner
credcontactaddrst,CredContactAddrSt,credentialingContactState,pascal_case_abbrev,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_contact priority:high roster_type:practitioner
credcontactaddrzip,CredContactAddrZip,credentialingContactZip,pascal_case_abbrev,0.95,unmapped_header_analysis_2026_03_13,true,semantic:credentialing_contact priority:high roster_type:practitioner
credentialingaffiliation,credentialingAffiliation,skip,camel_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_workflow priority:high roster_type:practitioner
enrollmentdetail,enrollmentDetail,skip,camel_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_workflow priority:high roster_type:practitioner
networkid,networkId,skip,camel_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_id priority:high roster_type:practitioner
networks,Networks,networkName,title_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:network priority:medium roster_type:practitioner
grouplocationcontractingstatus,groupLocationContractingStatus,skip,camel_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal priority:medium roster_type:practitioner
groupcontracttermdate,groupContractTermDate,contractTerminationDate,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:contract priority:medium roster_type:practitioner
contracttemplatename,contractTemplateName,skip,camel_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal priority:medium roster_type:practitioner
contracteelocationhandicapaccessibility,contracteeLocationHandicapAccessibility,skip,camel_case,1.0,unmapped_header_analysis_2026_03_13,true,semantic:accessibility priority:medium roster_type:practitioner
contracteelocationcounty,contracteeLocationCounty,groupPracticeLocationCounty,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:location priority:medium roster_type:practitioner
contracteelocationcountry,contracteeLocationCountry,groupPracticeLocationCountry,camel_case,0.80,unmapped_header_analysis_2026_03_13,true,semantic:location priority:medium roster_type:practitioner
extender_s_collaboration_supervising_physician,Extender's Collaboration/   Supervising Physician,supervisingProviderName,exact,0.95,unmapped_header_analysis_2026_03_13,true,semantic:supervising priority:high roster_type:practitioner
extender_s_collaboration_supervising_physician,Extender's Collaboration/ Supervising Physician,supervisingProviderName,exact,0.95,unmapped_header_analysis_2026_03_13,true,semantic:supervising priority:high roster_type:practitioner
cos_assessment,COS assessment,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_audit priority:high roster_type:practitioner
cos_assessment_revised_to_match_terminology,COS assessment revised to match terminology,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_audit priority:high roster_type:practitioner
cigna_assessment_revised_per_scope,Cigna assessment revised per scope,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_audit priority:high roster_type:practitioner
cigna_denial_reasons,Cigna: Denial Reasons,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_audit priority:high roster_type:practitioner
does_both_match,Does both match?,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_audit priority:high roster_type:practitioner
preclusion_list_date_of_report,Preclusion List Date of Report,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:compliance priority:high roster_type:practitioner
file_named_correctly,file named correctly,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_workflow priority:high roster_type:practitioner
file_type_clean_non_clean_correct,File Type (Clean/Non-Clean) Correct?,skip,exact,1.0,unmapped_header_analysis_2026_03_13,true,semantic:internal_workflow priority:high roster_type:practitioner
