canonical_concept,header_variant,target_field,variant_type,confidence_hint,source,active,notes
group_remittance_address_line1,Mailing Address 1,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address City,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address Fax,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address Fax Number,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address Line 2,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address Phone,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address Phone Number,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address State,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address Street 1,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address Street 2,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Mailing Address Zip Code,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_\1emittance_\1ddress_\1ine1,Mailing Line 1,groupRemittanceAddressLine1,title_case,0.85,phase2_v3_scan,true,
group_\1emittance_\1ddress_\1ine1,Mailing Line 2,groupRemittanceAddressLine1,title_case,0.85,phase2_v3_scan,true,
group_remittance_address_line1,MailingStreet Address,groupRemittanceAddressLine1,title_case,0.95,learning_kb_correction,true,
group_remittance_address_line1,Remit  Address,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remit Address,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remit Address      Fax #,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remit Address      Phone #,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remit Address     Phone #,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remit Address    Fax #,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remit Address City,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remit Address State,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remit Address Zip Code,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remittance Address,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remittance Address 1,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_remittance_address_line1,Remittance Address 2,groupRemittanceAddressLine1,title_case,0.8,phase2_file_scan,true,
group_\1emittance_\1ddress_\1ine2,MPAC_MAIL_LIN_3_T,groupRemittanceAddressLine2,underscore,0.75,phase2_v3_scan,true,
group_\1emittance_\1ddress_\1ine2,Mailing Add 2,groupRemittanceAddressLine2,title_case,0.93,phase2_v3_scan,true,
group_remittance_address_line2,Mailing Address 2,groupRemittanceAddressLine2,title_case,0.95,learning_kb_correction,true,
group_remittance_address_line2,MailingStreet Address.1,groupRemittanceAddressLine2,dotted_duplicate,0.95,learning_kb_correction,true,
group_remittance_city,MAILING_CITY,groupRemittanceCity,underscore,0.93,phase2_file_scan,true,
group_\1emittance_\1ity,MAILING_COUNT_NAME,groupRemittanceCity,underscore,0.80,v4_fix,true,
group_remittance_city,Mailing City,groupRemittanceCity,title_case,0.95,learning_kb_correction,true,
group_remittance_city,Remit City,groupRemittanceCity,title_case,0.8,phase2_file_scan,true,
group_remittance_city,Remittance City,groupRemittanceCity,title_case,0.8,phase2_file_scan,true,
group_remittance_phone,Mailing Phone,groupRemittancePhone,title_case,0.8,phase2_file_scan,true,
group_remittance_phone,Remit Phone,groupRemittancePhone,title_case,0.8,phase2_file_scan,true,
group_remittance_phone,Remit Phone Number,groupRemittancePhone,title_case,0.8,phase2_file_scan,true,
group_remittance_state,MAILING_STATE,groupRemittanceState,underscore,0.93,phase2_file_scan,true,
group_remittance_state,Mailing State,groupRemittanceState,title_case,0.95,learning_kb_correction,true,
group_remittance_state,Remit State,groupRemittanceState,title_case,0.8,phase2_file_scan,true,
group_remittance_state,Remittance State,groupRemittanceState,title_case,0.8,phase2_file_scan,true,
group_remittance_zip,MAILING_ZIP,groupRemittanceZip,underscore,0.8,phase2_file_scan,true,
group_remittance_zip,MAILING_ZIP_PLUS_4,groupRemittanceZip,underscore,0.8,phase2_file_scan,true,
group_remittance_zip,Mailing  Zip Code,groupRemittanceZip,title_case,0.95,learning_kb_correction,true,
group_remittance_zip,Mailing Zip,groupRemittanceZip,title_case,0.8,phase2_file_scan,true,
group_remittance_zip,Mailing Zip Code,groupRemittanceZip,title_case,0.8,phase2_file_scan,true,
group_remittance_zip,Remit Zip,groupRemittanceZip,title_case,0.8,phase2_file_scan,true,
group_remittance_zip,Remit Zip Code,groupRemittanceZip,title_case,0.8,phase2_file_scan,true,
group_remittance_zip,Remittance Zip,groupRemittanceZip,title_case,0.8,phase2_file_scan,true,
group_specialty_taxonomy,Taxonomy 1,groupSpecialtyTaxonomy,title_case,0.8,mapping_export,true,
group_specialty_taxonomy,Taxonomy 2,groupSpecialtyTaxonomy,title_case,0.8,mapping_export,true,
group_specialty_taxonomy,Taxonomy 3,groupSpecialtyTaxonomy,title_case,0.8,mapping_export,true,
group_tin,AddressesDMPNPrimary-1-TaxID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,AddressesDMPNPrimary-2-TaxID,groupTin,title_case,0.8,phase2_file_scan,true,
group_\1in,BLUESHIELD_ID,groupTin,underscore,0.55,phase2_v3_scan,true,
group_tin,Billing TIN,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Billing Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Billing Tax ID Number,groupTin,title_case,0.8,phase2_file_scan,true,
group_\1in,Comm Prac ID,groupTin,title_case,0.55,phase2_v3_scan,true,
group_tin,"Companion Provider Legal Entity Pay to TaxID
REQUIRED",groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Correct TIN,groupTin,title_case,0.8,phase2_file_scan,true,
group_\1in,CredentialingZipCode,groupTin,title_case,0.55,phase2_v3_scan,true,
group_tin,EIN,groupTin,upper_exact,0.8,phase2_file_scan,true,
group_tin,Employed Group Associated with Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Facility TIN,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Federal Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Group TIN,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Group TIN - Location of Service,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Group Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,"Legal Entity Pay to TaxID
REQUIRED",groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Legal Owner of Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_\1in,LocationID,groupTin,title_case,0.55,phase2_v3_scan,true,
group_\1in,LocationZipCode,groupTin,title_case,0.55,phase2_v3_scan,true,
group_\1in,MPAC_BS_OF_PA_ID,groupTin,underscore,0.55,phase2_v3_scan,true,
group_tin,PP_TIN,groupTin,underscore,0.8,phase2_file_scan,true,
group_\1in,PRACT_ID,groupTin,underscore,0.55,phase2_v3_scan,true,
group_tin,Practice Location TAX ID #,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Practice TIN for this Address,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Primary Tax ID (Y/N),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Primary Tax ID(Y/N),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Primary Tax Identification Number (Y/N),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Primary Tax Identification Number(Y/N),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Primary_Tax_Identification_Number(Y/N),groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,Provider_Tax_ID,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,Replacement Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,SUPPLIER_TAX_ID,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,"Service Address
Note: Only indicate addresses where the provider consistently takes appointments. 
(If listing multiple service addresses, list each address for the TIN in column F on a separate line)",groupTin,dotted_duplicate,0.8,phase2_file_scan,true,
group_tin,Site Tax ID Number,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Supplier TaxID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Supplier_TaxID,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TAX CODE 1,groupTin,upper_exact,0.70,phase2_file_scan,true,
group_tin,TAX CODE 2,groupTin,upper_exact,0.70,phase2_file_scan,true,
group_tin,TAX CODE 3,groupTin,upper_exact,0.70,phase2_file_scan,true,
group_tin,TAX CODE 4,groupTin,upper_exact,0.70,phase2_file_scan,true,
group_tin,TAX CODE 5,groupTin,upper_exact,0.70,phase2_file_scan,true,
group_tin,TAX CODE 6,groupTin,upper_exact,0.70,phase2_file_scan,true,
group_tin,TAX ID #,groupTin,upper_exact,0.8,phase2_file_scan,true,
group_tin,TAX ID 1,groupTin,upper_exact,0.8,phase2_file_scan,true,
group_tin,TAX ID 2,groupTin,upper_exact,0.8,phase2_file_scan,true,
group_tin,TAX ID 3,groupTin,upper_exact,0.8,phase2_file_scan,true,
group_tin,TAX ID NUMBER,groupTin,upper_exact,0.95,learning_kb_correction,true,
group_tin,TAX ID#,groupTin,upper_exact,0.95,learning_kb_correction,true,
group_tin,TAX_ID,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN,groupTin,upper_exact,0.95,learning_kb_correction,true,
group_tin,TIN # / Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,TIN SHOULD BE PAR,groupTin,upper_exact,0.8,phase2_file_scan,true,
group_tin,TIN_1,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_1_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_1_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_2,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_2_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_2_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_3,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_3_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_3_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_4,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_4_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_4_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_5,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_5_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_5_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_6,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_6_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_6_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_1,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_1_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_1_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_2,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_2_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_2_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_3,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_3_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_3_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_4,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_4_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_4_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_5,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_5_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_5_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_6,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_6_Vendor_Action,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,TIN_Name_6_Vendor_Value,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,"Tax ID 
(TIN that will be used for billing purposes)",groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 10,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 11,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 12,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 13,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 14,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 15,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 16,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 17,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 18,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 19,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 20,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 21,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 4,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 5,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 6,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 7,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 8,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID 9,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID Offices,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID(s),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax ID*,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax Identification Number,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax Identification Number (No Dashes),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,TaxID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,TaxID            (If Applicable),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,TaxID Claim Payment will go to (Vendor),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,TaxID(s),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,TaxIDNumber,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tax_Identification_Number,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,Tin / Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tin/Tax ID,groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,Tin/Tax ID (Required),groupTin,title_case,0.8,phase2_file_scan,true,
group_tin,address_billing_office_taxid,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,address_credentialing_office_taxid,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,address_primary_office_taxid,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,groupTin,groupTin,exact,0.8,phase2_file_scan,true,
group_tin,tax_identification_numbers,groupTin,underscore,0.8,phase2_file_scan,true,
group_tin,tin_employer_identification_number,groupTin,underscore,0.8,phase2_file_scan,true,
include_group_in_directory,"Address in Directory
Y/N",includeGroupInDirectory,title_case,0.8,mapping_export,true,
include_group_in_directory,"SPEC IN DIRECTORY 
Y/N",includeGroupInDirectory,upper_exact,0.8,mapping_export,true,
includePractitionerLocationInDirectory,Address Affiliation,includePractitionerLocationInDirectory,exact,0.96,real_roster_correction,true,
includePractitionerLocationInDirectory,Address Affiliation (Accepts Patient Appts at Least Once a Month),includePractitionerLocationInDirectory,exact,0.96,real_roster_correction_v2,true,
include_practitioner_location_in_directory,"Address in Directory
Y/N",includePractitionerLocationInDirectory,title_case,0.95,learning_kb_correction,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,"Can members make appointments at this location with this physician? 
(Required - if not completed, it will be assumed appointments can be made at the location and will print in the directory. Location",includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Directory Display?,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Directory Publish Flag,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_practitioner_location_in_directory,"Directory Y/N (Not applicable to Extenders, such as: NP, PA)",includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Directory_Grouping,includePractitionerLocationInDirectory,underscore,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Ignore in Directory,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_practitioner_location_in_directory,Include Practitioner Location  in Directory (Y/N),includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,Include Supplier Location in Directory (Y/N),includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,Include Supplier Location in Directory(Y/N),includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,Include Supplier in Directory (Y/N),includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,Include Supplier in Directory(Y/N),includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,Include in Directory?,includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,Include_Practitioner_Location_in_Directory(Y/N),includePractitionerLocationInDirectory,underscore,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,Include_Supplier_in_Directory(Y/N),includePractitionerLocationInDirectory,underscore,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,List In Directory? Y/N,includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_practitioner_location_in_directory,"List in Directory
(Y/N)",includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,"Location List in Directory
(Y or N)
REQUIRED",includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Print Indicator (Y/N)                    List in Directory,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Print Indicator (Y/N)                List in Directory,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_practitioner_location_in_directory,Print in Directory,includePractitionerLocationInDirectory,title_case,0.95,learning_kb_correction,true,
include_practitioner_location_in_directory,Print in Directory (Y/N),includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Provider Directory,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Provider Directory Classification,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,"Provider Limitations, if applicable 
Provider limitation atributes that can be displayed in the directory with a physical practice location. Examples including, but not limited to:
1. Providers who ar",includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
includePractitionerLocationInDirectory,"SPEC IN DIRECTORY
Y/N",includePractitionerLocationInDirectory,exact,0.96,real_roster_correction,true,
include_practitioner_location_in_directory,"SPEC IN DIRECTORY 
Y/N",includePractitionerLocationInDirectory,upper_exact,0.95,learning_kb_correction,true,
include_practitioner_location_in_directory,Should provider print in our Directory Y/N?,includePractitionerLocationInDirectory,title_case,0.8,phase2_file_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,"Site Name
(name for inclusion in directory)",includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Suppress site from Directory? Yes/No,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
include_\1ractitioner_\1ocation_\1n_\1irectory,Y or N? Print in directory?,includePractitionerLocationInDirectory,title_case,0.85,phase2_v3_scan,true,
includePractitionerLocationInDirectory,address affiliation accepts patient appts at least once a month,includePractitionerLocationInDirectory,exact,0.96,real_roster_correction_v2,true,
includePractitionerLocationInDirectory,address in directory,includePractitionerLocationInDirectory,exact,0.96,real_roster_correction,true,
includePractitionerLocationInDirectory,address in directory y n,includePractitionerLocationInDirectory,exact,0.96,real_roster_correction_v2,true,
includePractitionerLocationInDirectory,address in directory y/n,includePractitionerLocationInDirectory,exact,0.96,real_roster_correction,true,
includePractitionerLocationInDirectory,spec in directory,includePractitionerLocationInDirectory,exact,0.96,real_roster_correction,true,
includePractitionerLocationInDirectory,spec in directory y n,includePractitionerLocationInDirectory,exact,0.96,real_roster_correction_v2,true,
includePractitionerLocationInDirectory,spec in directory y/n,includePractitionerLocationInDirectory,exact,0.96,real_roster_correction,true,
initial_credentialing_date,Appt Date,initialCredentialingDate,title_case,0.95,learning_kb_correction,true,
initial_credentialing_date,Date Certified,initialCredentialingDate,title_case,0.95,learning_kb_correction,true,
initial_credentialing_date,Date Certified.1,initialCredentialingDate,dotted_duplicate,0.95,learning_kb_correction,true,
initial_credentialing_date,Date Certified.2,initialCredentialingDate,dotted_duplicate,0.95,learning_kb_correction,true,
initial_credentialing_date,Date Certified.3,initialCredentialingDate,dotted_duplicate,0.95,learning_kb_correction,true,
initial_credentialing_date,Dates,initialCredentialingDate,title_case,0.95,learning_kb_correction,true,
initial_credentialing_date,Dates.1,initialCredentialingDate,dotted_duplicate,0.95,learning_kb_correction,true,
initial_credentialing_date,Dates.2,initialCredentialingDate,dotted_duplicate,0.95,learning_kb_correction,true,
initial_credentialing_date,INITIAL_CRED_DATE,initialCredentialingDate,underscore,0.93,phase2_file_scan,true,
initial_\1redentialing_\1ate,Initial Cred Committee Approval Date,initialCredentialingDate,title_case,0.85,phase2_v3_scan,true,
initial_credentialing_date,Initial Cred Date,initialCredentialingDate,title_case,0.95,learning_kb_correction,true,
initial_credentialing_date,Initial Credentialing Date,initialCredentialingDate,title_case,0.8,phase2_file_scan,true,
initial_credentialing_date,InitialCredentialingDate,initialCredentialingDate,title_case,0.8,phase2_file_scan,true,
initial_credentialing_date,Last Appt Date,initialCredentialingDate,title_case,0.8,phase2_file_scan,true,
initial_credentialing_date,MD LIC Issue Date,initialCredentialingDate,title_case,0.95,learning_kb_correction,true,
internship_from_date,INTERNSHIP START DATE,internshipFromDate,upper_exact,0.95,learning_kb_correction,true,
internship_school_name,INTERNSHIP INSTITUTION,internshipSchoolName,upper_exact,0.95,learning_kb_correction,true,
internship_school_name,Institution Name-Intership,internshipSchoolName,title_case,0.95,learning_kb_correction,true,
internship_specialty,INTERNSHIP SPECIALTY,internshipSpecialty,upper_exact,0.95,learning_kb_correction,true,
internship_to_date,INTERNSHIP COMPLETION DATE,internshipToDate,upper_exact,0.95,learning_kb_correction,true,
is_hospital_based,Hospital Based?   Y/N,isHospitalBased,title_case,0.8,mapping_export,true,
isHospitalBased,Hospital Based? Y/N,isHospitalBased,exact,0.96,real_roster_correction,true,
isHospitalBased,hospital based,isHospitalBased,exact,0.96,real_roster_correction,true,
isHospitalBased,hospital based? y n,isHospitalBased,exact,0.96,real_roster_correction_v2,true,
last_credentialing_date,COS Last Cred Date,lastCredentialingDate,title_case,0.8,phase2_file_scan,true,
last_\1redentialing_\1ate,CURRENT_CRED,lastCredentialingDate,underscore,0.85,phase2_v3_scan,true,
last_credentialing_date,CURRENT_CRED_DATE,lastCredentialingDate,underscore,0.8,phase2_file_scan,true,
last_\1redentialing_\1ate,CertifyOS Current Cred,lastCredentialingDate,title_case,0.85,phase2_v3_scan,true,
last_credentialing_date,Credentialing Decision Date,lastCredentialingDate,title_case,0.70,phase2_file_scan,true,
last_credentialing_date,LAST_CRED_DATE,lastCredentialingDate,underscore,0.93,phase2_file_scan,true,
last_credentialing_date,Last Cred Date,lastCredentialingDate,title_case,0.95,learning_kb_correction,true,
last_credentialing_date,Last Credential Date,lastCredentialingDate,title_case,0.8,phase2_file_scan,true,
last_credentialing_date,Last Credentialed Date,lastCredentialingDate,title_case,0.8,phase2_file_scan,true,
last_credentialing_date,Last Credentialing Date,lastCredentialingDate,title_case,0.8,phase2_file_scan,true,
last_credentialing_date,Last Credentialing Date (Optional),lastCredentialingDate,title_case,0.8,phase2_file_scan,true,
last_credentialing_date,LastCredDate,lastCredentialingDate,title_case,0.8,phase2_file_scan,true,
last_credentialing_date,LastCredentialedDate,lastCredentialingDate,title_case,0.8,phase2_file_scan,true,
last_\1redentialing_\1ate,PSV Complete Date,lastCredentialingDate,title_case,0.75,phase2_v3_scan,true,
last_credentialing_date,ReAppointment Date,lastCredentialingDate,title_case,0.95,learning_kb_correction,true,
last_credentialing_date,lastCredentialingDate,lastCredentialingDate,exact,0.8,phase2_file_scan,true,
last_credentialing_date,last_credentialed_date,lastCredentialingDate,underscore,0.8,phase2_file_scan,true,
last_name,CAQH Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Credentialing Contact Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Credentialing_Contact_Last_Name,lastName,underscore,0.8,phase2_file_scan,true,
last_name,Credentilaling Contact Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Formatted Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Formatted Last Name + Suffix,lastName,title_case,0.8,phase2_file_scan,true,
last_name,"Intent 
ADD- New provider to Group
TERM- Provider Leaving Group
CHANGE- provide details of change i.e. ADD Addr, UPDATE last name, REMOVE addr, etc",lastName,dotted_duplicate,0.8,phase2_file_scan,true,
last_name,LAST NAME,lastName,upper_exact,0.95,learning_kb_correction,true,
last_name,LASTNAME,lastName,upper_exact,0.8,phase2_file_scan,true,
last_name,LNAME,lastName,upper_exact,0.70,phase2_file_scan,true,
last_name,Last Name*,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Legal Name - Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Main Contact Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Member Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_\1ame,NM,lastName,upper_exact,0.93,phase2_v3_scan,true,
last_name,Name,lastName,title_case,0.70,phase2_file_scan,true,
last_name,Office Manager Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Physician Last Name,lastName,title_case,0.8,phase2_file_scan,true,
